index,smiles
250,[h]12345*6789%10%11:*%12%13%14%15%16#[h]=6%17%18%19%20[h]7=%12-16%21%22[h]2#8=%17-%1317n%186#9=3-%142=n%21#%15#%19#%10=1-4=f7#5#%22=2-%16-%20-%11
251,C.F.N.N.N.N.O.co
252,C1#O2345#fo#2#N2#N3(#N=2=[H]=1=4)=C5
253,c123[h]4567=c89n=4%10%11%12c-54#f-1-%10c=2=6-%111#N#8#%12=3=4O#9=7=1
254,C#C#C=N1#N2#C=13#cc#3=2c
255,C.Cn1f2#[H]3=C=C=3=12=C#N
256,n1234c56789*=1%10%11%12%13#O#51%14%15#f#%10#65%16%17c=1=%116%10f#7#5-21n6=%14=%12=8=%16-3C#%15#9=1=%174%10%13
257,C12#*3456:*78=C39%10#f3%11o4-79%12n5#3n#1#%11#6-8C#%12=2=%10
258,C.C.C.C.C.C#O.N.N
259,f1234c56789f%10%11%12%13#[h]#1-5%14%15%16f2#615%17n#3#%14=%10=726c-%11-8-13#*#%15=%12=25*#3#6=4=%13=%16=9%17
260,C.C.C=O.CO.N.cn
261,O1O234#C5#O678#o#29%10*2%11-n=96c#%10=5=71-23=O#4=8%11
262,[h]123456*789%10%11%12:*=1%13%14%15%16%17#[h]#7=21%18%19%20*#8-3%1327%21o41#%14=938=n#2#%18=5=%15=%101f=7=%11-%16-%19-3f6%12#%17=%21=%20=1=8
263,f12n34567o89%10%11[h]3%12%13%14%15[h]#4=13%16%17*-8-%12-514#*#6=39%135#f%167#%10#1=%14F=%11=4=%15=%1725
264,*1234567[h]89%10%11%12%13=[h]=1%14%15%16%17%18[h]#2-81%19%20%21[h]#3#%14=928%22[h]#%15-4-%10-139f5#%19=%16-%11-21[h]8#%17#%20=6=%12=3#F#9#%21#%22#1=7=%18%13
265,C.C.C.C#C.C#CN.N
266,N#N.O.[H]=C(N)Cnc
267,f12345[h]6789%10%11#[h]-1%12%13%14%15f-61%16%17%18f%12-76%19%20[h]#2#1#87%12[h]%13-3-%16-6-91=[h]%19#%17=4=7-%14-%10=f%12%18%20#5#%11=%15=1
268,F1#F23#c456c789#o=1%10%11%12c=4=7=*58%101=[h]%11=2-9-o%12=13-6
269,C12#F34=c5678c#1=39%10%11n-51C=63=F#94(#C#2#%10317)N=8%11
270,C.C.CN=O.O.cnC
271,C#C1#n2[h]nc1(=N)=N2.N
272,N#O123#[H]4(N)(#O=1)n215f#34(*=1)=N#5
273,C#O.CC.N.O.O#CO
274,*1234567#n89%10%11%12%13f#1%14%15%16%17%18[h]=2-81%19%20%21[h]#9=%14328%22*#1#%15=4=%1039n=2=%165-%19-%111=o#%20=6=3-8-%12-%17[h]%21#9=%22=%13=%187-1
275,o123[h]456#[h]789%10%11*%12%13%14#*#1=4-7%15%16[h]2=81f9#%15-%12-52F#%10=6%131f3%11=%14-%16-2
276,*12n3456c78#n#19%10n-31*#9#4=73%11n=8-5(#N=%10=3)#n6=2=%11-1
277,*1f234#*5[h]#26789n2%10%11#c#3=6%12*:17-23n#%10-4-8=O#5#%11=%12=39
278,*123456:*789%10%11%12[h]%13%14%15%16%17#[h]#1=7%18%19%20f8-2-%1317%21o#%14=3=%18-928*=4-%19-%15%10-13#[H]#%16=%205%1127#N=6=3=%12=%21%178
279,n12345*6789%10%11:*-1%12%13%14%15f#61%16%17%18#[h]7#%12=26%19%20*:8#3=127#f6=4=%13-%16-91*=2%14%17%10%19#f5%11#%18=%15=7=%20-1
280,*12n3456o789%10o-3%11%12n#4=73%13#O#5847#*#9=13=o2%11#4=%13-6=*#%10=%127
281,o12345[h]6789%10%11n=1%12%13%14%15%16f=61%17%18[h]2%12#76%19%20#*%13-1-827[h]#6=3=9-%141#[h]%15#4#%17=%10-2-%19#n7#%18=%16-5-1-%11-%20
282,F12345#*6789%10%11[h]%12%13%14%15%16[h]6=1%17%18%19%20#*=%12=7216%21=[h]8#%13#%17327n=4=%18-%141-93[h]=%15=%10=%196-2[h]=5=7=3-%16%21-%11-%20
283,*1234f5678#o=19%10%11%12o1%13%14%15*#92%16%17%18#C=3=1=%1052=n%11#%16=%13-4-61c#%12=%17-%14-7C#%15#1=8=%182
284,n12[h]34567[h]89%10n-3%11%12n=8-4C=5134=*#%11(#O#9=3=62)=c%12#7-%104
285,C.C.C=C(=O)#O.C=CN
286,C1#f234o1567c=21#n-528c-35#C#63=o#5#1#2n8#7=43
287,*.C.C.C.N.N.N#O.O
288,C.C.C#C.O=CC1#cc#1
289,*123[h]45678=C19%10%11%12#f=41%13%14%15*-54%16#*#1=9-65%17f#2#%10=%13-41c#3#%14=%16=5=7%11#N=%12%178%151
290,N1=C23#F#[H]#2=C24#O5#C6#o#5=312c=64
291,N.cc1n23c(=N2)=n(c#3)c-1
292,*1234567:*89%10%11%12%13:*=1%14%15%16%17%18:*#281%19%20%21:*#9#%14=328%22#*:%15#%10=4139[h]#2=%16-5-%19-%111#o%17#%12=6=%20=3-8#f%13=7=%18=1-%22-%21-9
293,C.C.C.C#C.N.N.N.N
294,cf1c(N)*#12n-c(o)C=2
295,n12345[h]6789%10[h]%11%12%13%14%15f#6=1%16%17%18%19*7#2-%1116%20:*=3=8-%12-%1627o4=%13=9=1-%17f%102#%14=6-%18#F#7#%20#%19=%155
296,C.C.C.C.CO.N.N.N
297,C.C.N.[H]#C#CC=cn
298,C12=*3456o789%10#*1%11%12=n-3-71%13%14o4=%11-837c#1%12-5=c#9#3=%132f#6=7-%10-%14
299,[H]12345#f6789*%10%11%12%13%14#o=1%15%16%17%18*-6%101%19%20n#%112-7-%156%10#N#1=3=%12=%162=o%19=8=%13=%174-6f#5#%14=2=%18=%10-9-%20
300,[h]123456[h]789%10%11%12[h]-1%13%14%15%16%17#F=71%18%19%20#[H]2%1387%21%22=[h]#9=1=%14-328[h]#4#%10=%15%1871=f=5=%16=2%19%21-%11c#6#%20=%22=%17=8=%12-1
301,N1#c23456*=17o18=*#29%10#O13(=N#4)=O#5=8=9=N#6=7%10
302,[h]123456*789%10%11%12#*=1%13%14%15%16%17:*#7=21%18%19%20:*=%13-3827%21f#4#9-%14-138f5%152#%10#%181f=%16=%19-%11-7-3*6=%12=%17=%20%21-8-1
303,C1N2#c345c6f78c=39n7#2=41#O#n5#8=6-9
304,[H]1234#*56789o%10%11%12%13*=1=5%14%15%16#o%10=2=615%17c=%11=%1426*#%12=3=7-1-c%135=2=%15=8#F#6=4=9%16%17
305,C.C.C.C.C.C.C#N.[HH]
306,C.C.C.C.C=O.N.cc
307,C.[H]#[H]1(C2#N(=N)#C=2)#CO1
308,Cn1(n)=C23#c4o#C#4#2#C=31.N
309,[h]12345o6789%10[h]%11%12%13%14%15o-1%16%17%18%19*#6=2-%111%20%21#[h]=3=%12=%16=726o=%13=%17=8=1-43=N#%14#9%18%202#[h]%10#6=5=%15=%19-%21-3
310,*#C1#f234n5=n=2(n)C=15o3#*4
311,*1234567[h]89%10%11%12%13[h]=1%14%15%16%17%18*#821%19%20%21f%14=3-928%22*#1=%104-%1539:*2#5#%19-%11-%161=*#6#%20=3=8-%12-%17o%18#%22=7=9=%21=%13-1
312,f12n345c6789%10#*=1%11%12%13%14[h]#3-61%15%16o#%11-736#[h]1#%12=4=87#n2%15#3#9-%13=O#6#%14#7#%10=5%16
313,C.C.C.C.C.C=C.N.N
314,o12345*6789%10%11[h]%12%13%14%15%16[h]#6=1%17%18%19#*=2=%12716%20c=%13-%17-827[h]#9=3=%14=18#F#4#6=%15=2%18%10n%20#7=5=%19=%16=%11-8
315,C#O.C=N.CC.NO.O
316,C.C.C.CFN.N.O.O
317,C.C.C.CF.N.N.N.N
318,C.C.C.C.C.C.N.no
319,[h]123456*789%10%11%12:*=1%13%14%15%16%17:*2#71%18%19%20#f-%13-827%21[h]#3#%14#9-18%13#c4#2#%15=%10=%181*#5#%11=%16=8-7%19N#%20#%13=6=%21=%17%121
320,C=c(C)(n)=no#cf.O
321,Cc123c*=14(=O#2)=c-31n#N=14#O
322,C.C.CCN.N#O.O.[HH]
323,n12345c6789%10o1%11%12%13%14%15o21%16%17%18c#%11=6-32%19%20f%12=1-736*%13#%16-4-8-21#*#%17#%14=9=3=%19o%18%15#%20-5-%10-6-1
324,N=on12c34n5(#oo)o1#3n#5#2=4
325,C.C.C=co(nC)=oo
326,o123n4567f189%10%11o=41%12#[h]8#54%13%14#c#9-65c=2=4-1=N=3%13%10=o%11=5=%12=7-%14
327,*1234567#*89%10%11%12%13n1%14%15%16%17%18c2-81%19%20%21#c#3#9-%1428%22[h]=4=%10=1=%1539n2%16#5#%11#%191=o8#6#%12#%20=3=%17-f%13%22=%187-9-%21-1
328,C.C.C.C.C.C.C=C.O
329,o12345*6789%10%11[h]#1%12%13%14%15c61%16%17%18*:7=2=%126%19%20#*#1=8-327f=%13=6=9-%161=F#4=2=%14=%17=%10%19=n%11#7#%15=5-%18-1-%20
330,o123*4567=f89%10c%11%12%13%14#n8-4%15%16o=5=%11-148n#2=9-6-%121o#4=%15-%10-%13#O#3#8=7=%14=%161
331,C.C.C.C#C.CN.N.N
332,CFC.fc12o3(=C#1=C3)O2
333,C.C.C.N.N.O.O.cc
334,CC#*123co-14c=21cc-4O#1=3
335,[h]12345[h]6789%10f%11%12%13%14%15o=6%16%17%18%19*1#%11-76%20%21f#%12-2-%1617#[h]%13#3=8-%17-62=*4#9#%14=1=%20-%18[h]5%19#%10=%21=2-7-%15
336,CC#C(O)#co.F.N.O
337,*C.C.C#n1f(#C)#[H]=1.O
338,F.Oc1o23cc24(#*#1)#co=3-4
339,C.C.C#oc#o(#C)n.O
340,*.C.C#c12c-c1Cc2C
341,F.O=N1#c2c13=O#n2=31=cn-1
342,C.C.C.C.C.C.N.O.O
343,C.C.C.C#C.O.O=oo
344,C1=c2c34(c#2)cn=o(n3=1)-o4
345,c1c2=C3=c-24c12#o=3-41(n-2)o=N1
346,o12345c6789%10c1%11%12%13%14o-61%15%16%17c-2-7-%116%18#[H]#8=%12=127=f3%15-9-%131=f%16#%14-42-6n#%10#%17=%18-57-1
347,C.N.N.cc1(n)=co=1=N
348,C.C.C.C.ccO=CO
349,C.C.C.C.C.C=N.O.O
350,[h]123n456[h]789%10o1=4%11#c14o5=2-7%12*#8=62#f3=1-9-%12N=4=%102%11
351,co1=Nc23(f=o24*=O43)F1
352,*1234567#o89%10%11%12%13n1%14%15%16%17%18o=821%19%20%21[h]#93-%1428%22*#%15=4=%10-139#[h]=5=2=%11-%16-%191[h]8#3#%17=6=%20-%12[h]#1#%18#%13#%21=7=%22-9
353,c12*345#C678=C39=c=43*=1=64%10=O#21=C=5=47=O#3=9=1=8=%10
354,F12#c34c=156=[H]2178#c3-529%10*-635f=1=26#*:39=47#O=568%10
355,*c1234c5#o6(*#1)-nc=21C=36#n4=5-1
356,C.C#NN=C.N.O.oo
357,*1234567o89%10%11%12%13*=1%14%15%16%17%18[h]=8-21%19%20%21[h]#3#%14#928%22o1%10#4=%1539n%19#5=%16=2=%111f8#%20#3=6=%17=%12#f%18#7#%22#1#%13=%21=9
358,[h]1234[h]56789#o1%10%11%12%13%14c-51%15%16#c#%10=25o=6-1-%112%10#N=3=%15=7%12#o%13=4-5-8-2O=%16=9%10%14
359,C.C.C.C.C.C.C.O.O
360,c123*4567:*89%10%11[h]#1%12%13%14f#81%15=*#4=%128%16n9-1-54*%13#2#8#%106-n%14#7#4=3=%15-%16-%11
361,n123n456=[H]789#c-4%10%11%12[h]=74%13%14o1=87[h]%10#2=9-5-41o3#%13#%11-6*#%14#%12#1=7
362,N#C1(#Coc2#N=N2)#CC1
363,C=C.cc12=O3=o-1n[h]3#C2
364,[h]1234o5678n=19%10%11%12[h]#21%13%14%15*-92%16%17#*#%10=5-3-19:*#2#%13#%11=4-61=C#7=%14%169=F=8=%12=1%17%15
365,cc123=N*4(#[h]-15f=O=245)=N#[H]3
366,cc123c45c167c189n2%10=[h]#1=4-6(c3#8=%10-5-7)=N9
367,C.C.C.C.C.C.C.N.O
368,C.C.C.N.N.O.O.cc
369,C.C.C=C.N.O.O.no
370,c123f4567c89%10%11-f%12%13n#4-1-8%14%15#*=5-91n#%14=%12-%10-64=F2%15=O#1=%13=73%114
371,C.C#N1(#N)#F=C1.N.[h]o
372,C.C=n(=C)c=O.N.N.N
373,N1#[H]2345#O67#O#289%10#*32%11=c3%12n=2=86%13o#7#4=39#N#%12=1=%11=%135%10
374,n1234n56789c%10%11%12%13#c#1-5%14%15%16%17*=615%18[h]#%14=2=%10-76%19o=%11-3-1-%152n86#4#%16=%12-5=C#%18#9#%19#%17=%132
375,o123c45678*9%10%11%12%13#[h]=4%14%15%16%17[h]#5-1-94%18%19f#%14=%10=615c%15#7#4=2=%116#[H]=3=%16=1=%18%12=f8%19#%17#5#6-%13
376,O#*12345nC#1=N21#C#32#f1n4c2-5
377,[H]1#*23456[h]789#n%10%11%12o-2%13%14#c=3-72(f=4-8-%10-%13)=F#5%11%14#n6=1=9-%12-2
378,F1234#C5678#F9%10%11%12#*#1=5%13%14%15#n=915%16*269%17[h]#1#%13=%1072=F#5#%11=3=9=8%14o%16#%17#%12=4%15-2
379,[h]12[h]345678n9f3%10%11%12%13c#1=43%14%15o-%10-514o#6=%11-35#n7#9=%12-1-%14-f48#2#5#%15#%13
380,Cc1c2=C(#F#1)#*(f)=cc-2
381,[H]o123c4-c56c7*=1-48(#C=25F=8)=C#673
382,C.C.C.C.C.C.N.N.O
383,C.C#C=O(=O)=c(c)#N.O
384,n12o34n=15678#o19%10n-5%11=c#2#15n-3-6#n5#9#7-%11n#%10=4-8
385,[h]1n23456#*78=C=129%10%11#F=3712#N=48=o#1=93o#5%10[h]=3=2=%11=6
386,*1234#C567#n189%10%11%12*1%13%14f8=2%15%16#C=1=9528#n%10#3=6-%15#*:%13#2#%11=4=7-c%12#%14-%168
387,C.C.C.C.C=CCC.O
388,*1234567[h]89%10%11%12%13*=1%14%15%16%17%18f=2=81%19%20%21*93%1428%22[h]#4=%15=%10-139[h]%19=%16-5-2-%111#[H]=6=8=%12%173%20f9%13#7#%22#1#%21=%18
389,C.C.C.C.N.O.O.cn
390,f12345n6789%10%11o1%12%13%14%15%16f#61%17%18%19[h]#2#7=%126%20%21o1#3=8=%1327c#%17-4-6-9-%141#F#5#%18#%10#%15#2=%20#[H]#%19#%11#7=%16%211
391,*1:*2=C34=c56c-178=O#519#c=2-6-7(n=13)F489
392,[h]123456[h]789%10%11%12f-1%13%14%15%16%17[h]#71%18%19%20f#%13=2=87%21%22*=9=%14-3-128f7#4#%18=%10-%151#[H]#2#%16=%11=%215%19[h]%17#%20#%22=8=%12-6-1
393,*1234#[h]5678c9%10%11%12=C=51%13%14#c#2=915%15*#6=%1329o#%14=3-%10-16c5#7-2-%11#*#%15=9=8=%12=64
394,*12345n6789%10%11[h]%12%13%14%15%16#[h]#6%17%18%19%20c=1=%12-76%21%22*#%17=2=8-%131#f%18#3#%14#6#92#[h]%10#4#%19=%15-1-%21*%22#%20=5=%16=2-%11
395,*.C.C.N.N#C#O=O.O
396,*123456#*789%10%11%12f%13%14%15%16%17[h]=1=7%18%19%20%21*#%13=2817%22:*#9=3=%14-%1828#f%15#%19=%10=143n%117#%16#%20=25=f%17%22%213=6=8=%12
397,C.C.C.C.C.N.N.N.O
398,C.C.C=O.O.OO.cc
399,*12345n6789%10#f#1%11%12%13%14[h]#2=61%15%16%17*=3-7-%1126%18:*#%12-137[h]#2=8-4-%151o=3=9=%16-5-%13-6[h]%18#1=7=%14-%10-%17
400,*1234567c89%10%11%12%13#[h]-1%14%15%16%17%18o#8-21%19%20%21[h]=%14=9-328%22f4#%15#1=%1039=[h]=%16=2-5-%11-%191c6=8=%12=%20-%17-3#N#7#%13=1=%18=%22%219
401,c123c456c-1789#c1%10o=7-2%11%12=n=42c=8(#*#1#2#5%11)=C#3=6=9=%12%10
402,C.C.C.C.C.C.C.C.O
403,C.CNCO.N.ccC
404,*123456:*789%10%11%12n-1%13%14%15%16c7-21%17%18%19[h]#3#%13=827%20=n9#4#138*#%14#%17%10-21n3%18#%15=%11-5-7#f%19#1-6-%16-8-%12-%20
405,C.C.C.C.C=N.N.O.O
406,n1n2345n67c289%10%11o#12%12n#3#81%13o4#2-6-93N=%12=1=%10c5=7=%13-%11-3
407,*1234567f89%10%11%12%13*1%14%15%16%17%18[h]#2-81%19%20%21#[H]=93%1428%22=*=4%15-1-%1039f#5=%16=%19=%1121#F#%20#%12=863%17=f9#%18#%21#%13=7%22-1
408,O.O=o1o23=C4#NN25#c1=34=N5
409,CF=*#cc#[h]1[h]-o1.O
410,O.[h]1n2=n[h]-1#n1c#o=2c=1
411,*123:*456[h]-178o19%10n4=7%11%12[h]#84=[H]#5#17=O=%1129#o%12#3#%10-4-67
412,*.C.C.C.C=O.NN.O
413,C.C.C#O.N.N=N=O.[HH]
414,n1234n5678#O9%10%11#[h]=5%12%13%14%15c#1-65%16%17c%12=7-2916=[H]#%13#582=O#%10=%16=13%14#F=4=%11=2=%17=6%15
415,c12345o6789%10%11[h]%12%13%14%15%16*=1=6%17%18%19%20#*#2#%12#716c#3#8=%13=%1727o#4=%14=9-%183#[H]#5#%15=1=2=%10%19n%11=%20=7-6-%16-3
416,N#O1#n234o56#c#27*28o=3(#c2#4=1=5)=n7#8=6
417,[H]123456#n789%10%11f%12%13%14%15%16f=1%17%18%19%20[h]#2-7-%121%21%22*#3#8#%13=%1727#[h]%14#94-%18-13*#%15#%21=5=%19=2-%10-o3#%22=6=%11=%16-%20-7
418,C=C1#N=n=1c-no=O.N
419,[H]1=cn12#N13=CO=1#F(=C2)C3
420,o1c23#f14567c-218n=4-32=[H]#1=53=n-61[h]#8c13-2-7
421,O12#[h]34567[h]89%10%11#o%12%13c#8=1-3%14o#9#41[h]#2=5-%12-%143*#6-%10=[h]3#%13#%11#7-1
422,C.C=N.N.N.N.O.O.O
423,[H]12o34567f89%10c%11%12[h]=3%13%14o#%11#8=413o=51c%129#3=%132-6=C#1=%10=7%14
424,C.C.C.N.N.O.O.cn
425,C.C.C.C#N(=C)=C=O.N
426,*1234#N567#*89%10%11:*#1%12%13%14%15c#8=21%16%17[h]#3#%125-928c=%134-13=f2#6#%10#%14-%16*#%15#8=%11=%1773
427,C.C.C=cnc(=C)N.O
428,*123456#*789%10%11n1%12%13%14%15f#71%16%17%18n8=27%19%20f#%12#1=328n7#4=9=%13=%161f%14%192%17#5=%10[h]%20%18#%15=%11=86-1
429,O#n1234f56o#1#o=217n52n1-35n#2#4-c6#7=5
430,*1234567:*89%10%11%12%13[h]-1%14%15%16%17%18*=821%19%20%21f%14#9-328%22#c#%10=4-1-%1539f%19%11#5#%16=21*#%20=%126-%17-3-8f#%21#%18#%22=7=1-%13-9
431,c123o4567o89%10%11#o-1%12%13%14[h]#41%15o%12#8=54%16#n#%13=9-15n=%10-2-%15-6-4o=3=5=%11=%14=%16-7
432,C12#F34#o567f89=N#5%10%11#O#1=85%12=N=3#o6#4=2=9=%10=5#[H]#7=%12%11
433,f12[h]345#o167#N18#[h]=39%10%11c-63o#1#9-4-7n#%10-2c%11#38-5
434,f12345[h]6789%10%11*%12%13%14%15%16:*-1-6%17%18%19[h]#2#%12-716%20*#%13=%17=827#[h]1#%14=9-38*#%18#%15=4=2=%10-6#o%11%20#%19=%16-5-7-8
435,C#C#C.CC.O.O.O.O
436,C=Cc1c2(C)n=Co2#1=C
437,C.C#*c.O=O=O1=N#O1
438,cc-c123c45o-1=[H]#2=4=O=*5#C3
439,C.C#C=C.N.N.O.cn
440,N12#C345=n67*=189%10o1%11n8#6=23%12%13-c#142o=%11-9-%12n72=5-%10-%13
441,C.C.C.C.C.N.O.O.O
442,n1234o5678c=19%10%11%12#C1%13%14%15#f-5%16%17%18o6=21-95%19*#%13#%10=%16-31#O#7#%11#5=%14%17#[h]%19#4#1=8=%18=%12%15
443,c1[h]2345o67o#28o#1#62c#31#[h]#2=4(c-7)=[H]#518
444,c123456[h]789%10%11%12#*-1%13%14%15%16%17:*=7-21%18%19%20#*#3#%13=827%21f=9-1-%1438[h]%15#4#%18#%10=21=N#7#%11=5=3=%16%19F#6#%20#%12=18%21%17
445,C#C=co(=C)=c1(c)#cc=1
446,*.C.C.C.C.C.C.N.O
447,C.C.C.C.C#O=CC=C
448,c123o4567c89%10f%11%12%13%14#o=4%15%16o#%11-84%17N#1#5=%128=*#2=69%154%13#o%16=3=%10=8=%14-%17-7
449,[h]1234o5678f9%10%11%12%13o%14%15%16f=5=9%17%18%19f1#6-%14-%105n#7#%11#%17=%15-21n3%18#%16=8=%12-5F#%13=4=%19=1
450,C.C.O.cc.cc.cn
451,C.C.C#C1#CC1C.N.N
452,n12c34=c567o89n=3%10%11%12o3=f15=8-%10=n%11#2=6-4-9#C=%1237
453,f1234o5678n9%10%11%12%13*-1%14%15%16:*=5-91%17%18#o6#2-%14-%1059o#3#%11=7=1-%152*#4#%12=8=5%17#O#%16#2%18%139
454,C.nf-n123c=C#c=1(c#2)#c3
455,F12#n345n67#o-389f3=O8%10O=948=O=16F=3=7=82%105
456,[h]1234f56789%10o%11%12%13#*=5%14%15%16#*65%17%18#c#7=%14-16c#5=2=%11=81*#9=%15-3-%12%17o=%13=%16=%18=1-4-6-%10
457,N123#f4567*89%10%11%12o%13%14=f1-8%15[h]#4#9=21n=%13-%15-5-%102=*#6=3=%11%14F#7=%1212
458,C12#*34o5678#*9%10%11c=3=51%12%13-*91c#6=4=%10-%12=c=2-7-%13o=8-1-%11
459,c1c-c2cc=C#2#oc=O=1
460,f12345*6789%10%11:*%12%13%14%15%16:*#1#6%17%18%19%20=f7=%1216%21[h]#2#8=%17-%137%12#[h]#3#%14=%18=9-12f%15%10=6=7-4-%19o#%11=%21=%20=2-5-%16-%12
461,n123c456789o%10%11%12c#4-1%13%14%15%16#[h]514%17o#%10#6=%135#[h]17-2-%146#*4=5=%15-%11-8[H]#3#%17#%16#9%126
462,N1#[h]2345[h]6789c%10%11%12[h]#6#2%13#N#%10=32#[h]4#%13=%11-73o#5=2-8-o%12#31-9
463,*123#f4567*89%10%11c%12%13%14%15o4=8%16%17n#1#9#5-%1248c6#%10-%13-%161-[h]7=%142-4=f%11#3#8-%15-%17-1
464,C.C.C#N.C=N.N.N.N
465,[HH].fc=o123f45*=16#C#2=4cn#3-6-5
466,*1234567[h]89%10%11%12%13[h]=1%14%15%16%17%18c=2=81%19%20%21#[h]#9#%14=328%22[h]=%10=%15-4-139n%16#5-2-%11-%191f#6=3=%12=%20-8-%17-f%18#%13=7=%22=9-%21-1
467,No12n(#O)C=1#c1cn#1=2O
468,o123f4567[h]89%10%11%12c14%13%14%15%16#c=814[h]#9-5-%138%17#O#2=6=%10%145#O#%11#%15=1=8=N#7#5=4=%17=%12=%163
469,C.C.C.C.C.N.N.cc
470,O=N1#C2=F3#oo3=C=23=cc#1=3
471,C.F#O1#NN=cn=1.O.[HH]
472,N#c(#NO)nO.O=O=O
473,C.C=C1#C#C#1.N.N.N.O
474,C.C1#cn=C1.CO.N.O
475,*123456f789%10%11%12f%13%14%15%16%17[h]=7-1%18%19%20%21o8#%13-217%22o9#%14=%18-328f%15#%10=4=%19=13#F#%11=%16=7=25%20#[H]#8=6=%17=%22%213%12
476,C.C.C.C.C.C.N.cc
477,n12*34567c89%10#N%11%12%13#n3%14%15o43(#[H]#1#8#5=%11=%14)-[h]#%12=2=6-9o#%13=%15=7-%10-3
478,c1*2#c345n=N#3=2=n-423f=1#c2#5=N=3
479,C1=n2345c6#N#2789%10#O=62=N#736#N=84=N=6=912C=5%10
480,*123456#*789%10%11:*=1%12%13%14%15%16o-71%17%18%19[h]=2=8-%127%20%21#O#%13=1328#f=%17=%14=74-91[h]=%10=2=%15=%205-%18=c%19%16#6#%11=%218-1
481,O=n123o4#[h]#156c#2-n5=31#n=4=62c=1*-2
482,o12345[h]6789%10%11#[H]%12%13%14%15%16#*-6%17%18%19%20:*#1#7=%126%21%22:*#%17#%13-2-817#[h]36#%18=9%142[h]%21=%19=%10-4%15-1-f%22#5#%11#2=7-%20%16
483,C.C.C.C.C.C#N.CO
484,*O1234=n56c17n(=o5#7=2o3)O#64.O
485,C=n(c)c.N.N=cn.O
486,F12345#[h]6789%10%11f=1%12%13%14%15%16*=61%17%18%19[h]#72-%126%20%21*#1#%13=827f#%17#63-9-%141=[h]%15#2#%18#%204-%10#F#%19#%11#%21=157%16
487,C.C.C.C=C=C=O.N.O
488,[h]123456n789%10%11%12o%13%14%15%16%17*7=1%18%19%20%21#[h]#%13#8=217%22o9#3=%14=%1828f1%10=4=%15-%193#f5%16#%20#2=7=%11=[H]#6#%22=%17=3%21%128
489,C.C.C.C.C=no.N.O
490,N.N.O.Oc1(f)c2co1-2
491,C.C.C.C.C.C.C.N.O
492,[h]123456*789%10%11%12o%13%14%15%16%17*1=7%18%19%20%21f2%13-817%22f#9=%14-3-%1828-*#%10#%19=%15=1-43c5%11#%16=%20=7-2#[H]#3#%21=6=%12=%22%178
493,f12345[h]6789%10%11*%12%13%14%15%16f-1-6%17%18%19#[H]#%12=7216%20=*=%13=%17=827#n9#3=%14=18=o%15#%18=4=6=%102=n%11#%16=5=%197-8%20
494,[H]123#[h]456c78#n19%10%11o=2=41%12*=5-72n#94#n61#8-2-%10=*#%1234%11
495,*123456:*789%10%11%12#n%13%14%15%16%17[h]#7=1%18%19%20%21*#%13=2817%22#[h]=%18-3-%14-928f4%15#1#%19-%103#[H]=25%16%117%20*#6=%12=8=3%17%22%21
496,O123#[h]45678n9%10%11%12%13n-4%14%15%16#N=194%17#*#%10-519o#4=6=%11-%145f#%12=1=%152%17-7-o%13#3#9#5=8-%16
497,F1234#c56789*%10%11%12%13%14#[h]=5%15%16%17[h]#%10#65%18c=1=%15=%11=76%10n#2=8-5-%121#[h]#%18#%13=3-%16-6*#%17#%10=%14=14-9
498,N1234#[h]56789%10n=1%11%12%13%14%15[h]=2=51%16%17f6%11=325%18n#%12-736n#8#2=%13-17c=3=5-%16-9-%14#n6%15#%17#%18=4=%10-7
499,c12345f6789c%10%11%12%13%14f-1-6%15%16%17%18*#7=%1016%19c#%11#%15-2-87%10#[H]#%12#%16=3=12[H]#%13#7#%17=46#[h]5%18#%19-92-%14-%10
500,*1234#n5678n9%10%11%12#*%13%14%15%16:*=91%17%18%19f#%13=2=%10-519c#3=6-%14-%11-%172#F#%15#%18=7=14#O#%12#%19#9=%16=8=2
501,C.C.C.C.N.O.cc#O
502,[h]123n456789*%10%11%12%13f=4%14%15%16%17[h]#%10=54%18%19c#%11#%14=1=65%10=o%15#%12#7-41f#%18#%16#8-2-5f%17#1#9=%13=%19-3-%10
503,C1#CC23#c45c6o4#2(#O1)(#O=6)#n53
504,C12=f34567f1=o#31f#438n4[h]=59n1#6=32[H]=4=897
505,[H]12345#*6789%10[h]%11%12%13%14#n=1%15%16%17%18n61%19%20o7%15#%1126%21#*#8=%163%1212=[H]#4#%17=%13=9=6%19#f%18#%20=5=%14=2=%21-%10
506,*1234#c5678c9%10%11%12o#5%13%14%15o15%16c=6=%13-91%17f#5#%14=2-%106#N#%11#1=73#n8%15#%12#64-%16-%17
507,O#O.c*#C(*o)#O#N
508,C1=c23c4f56o-478c24o#3-5-72C1=O#4#6=82
509,N1234#f5678n9%10%11%12%13f%14%15%16[h]5=1-9%17%18%19o=%14-%1015*#%11#%17=629[h]%151#7#%123-%18f#%16#5#9#%13#%19=84
510,f12345*6789%10%11c%12%13%14%15%16*#1#6%17%18%19%20[h]=7-2-%1216%21[h]%13%178#327[h]#1=%14=%18=93#n%15%10#2=4=6-%19#[h]5%207#%11=%16=%21-3
511,C12345#n6789%10%11o%12%13%14%15#*#6=1%16%17%18%19#f7216%20[h]=%16=8-%1227f#1=3=%13=%17=98n#%10=4=%14-2-6%18#F#%15=7=%205%19%118
